user_id,for_user,type,time
14720,16015,pop
14720,16015,pop
14720,16016,info
14720,16017,pop
14720,16104,pop
14720,16105,info
14720,16106,info
14720,16107,pop
14720,16110,info
14720,16111,pop
14720,16112,pop
14720,16453,pop
14720,16520,pop
14720,16520,pop
14720,16520,pop
14720,16522,pop
14720,16522,info
14801,16494,pop
14801,16495,pop
14909,16604,info
14909,16605,pop
14773,16688,pop
14773,16688,pop
14773,16689,pop
14782,16038,info
14782,16038,pop
14782,16038,pop
14782,16038,pop
14782,16037,info
14782,16038,pop
14782,16039,info
14911,16868,pop
14911,16868,info
14706,17048,pop
14706,17049,pop
14706,17050,pop
14706,17051,pop
14717,17231,pop
14717,17232,pop
14717,17251,pop
14708,16820,pop
14708,16872,pop
14708,16871,pop
14708,16870,pop
14708,16869,pop
14708,14708,pop
14708,16923,pop
14708,16922,pop
14708,16921,pop
14708,17041,pop
14708,17038,pop
14708,17037,pop
14708,17036,pop
14708,17148,info
14708,17217,pop
14690,17428,pop
14690,17430,info
14784,17505,pop
14659,16051,pop
14659,16051,pop
14659,17576,pop
14785,17597,pop
14657,16045,pop
14657,16045,pop
14657,16046,pop
14657,17659,pop
14657,17660,pop
14657,17684,pop
14657,17685,pop
14657,17761,pop
14657,17762,pop
14753,17844,pop
14753,17843,pop
14753,17842,pop
14709,17610,pop
14709,17971,pop
14709,17973,pop
14697,18116,info
14697,18117,info
14754,17987,pop
14639,18200,pop
14639,18210,pop
14670,18110,pop
14670,18134,pop
14670,18157,pop
14670,18158,pop
14670,18203,pop
14670,18204,pop
14670,18206,pop
14670,18207,pop
14670,18219,pop
14670,18220,pop
14670,18221,pop
14670,18221,pop
14670,18222,pop
14793,18243,pop
14793,18245,pop
14793,18250,pop
14793,18252,pop
14741,14741,pop
14741,18353,pop
14741,18354,pop
14741,18353,info
14744,17644,pop
14731,16598,pop
14731,16599,pop
14731,14731,pop
14731,16599,info
14731,18491,pop
14731,18492,pop
14731,18492,info
14731,18492,pop
14731,18491,info
14791,18536,pop
14791,18537,pop
14791,18538,pop
14792,18533,pop
14792,18534,pop
14687,16588,pop
14687,16587,pop
14687,16586,pop
14687,16586,pop
14687,16586,pop
14687,16586,pop
14687,16586,pop
14732,18638,info
14732,18639,pop
14666,18713,pop
14666,18714,pop
14666,18715,info
14666,18718,info
14719,16642,info
14719,16642,pop
14719,16642,pop
14719,16656,pop
14719,16656,pop
14719,16655,pop
14719,16656,pop
14719,16656,info
14719,16656,info
14719,16656,info
14719,16656,pop
14719,16656,info
14719,16658,pop
14719,16655,info
14719,16742,info
14719,16742,info
14719,14719,pop
14719,16753,info
14719,16742,pop
14719,16742,pop
14719,16751,info
14719,16751,pop
14719,16751,info
14719,16751,info
14719,16751,info
14719,16751,info
14719,16751,info
14719,16854,info
14719,16855,info
14719,16855,info
14719,16855,info
14719,16901,info
14719,16902,info
14719,16927,info
14719,16928,info
14719,18261,pop
14719,18262,pop
14719,18263,info
14719,18263,info
14719,18263,info
14719,18264,info
14719,18279,info
14719,18280,info
14719,18668,info
14719,18669,info
14804,18944,pop
14804,18944,pop
14804,18944,pop
14804,18945,pop
14899,19080,info
14899,19081,info
14658,19033,pop
14658,19034,pop
14658,19035,pop
14658,19035,info
14658,19067,pop
14658,19067,pop
14658,19067,info
14658,19069,pop
14658,19068,pop
14658,19099,pop
14658,19101,pop
14658,19151,pop
14658,19151,info
14658,19155,pop
14658,19155,info
14658,19152,pop
14658,19396,pop
14771,19276,pop
14716,16058,pop
14716,17003,pop
14716,17005,pop
14689,18084,pop
14689,18085,pop
14689,18086,pop
14689,18566,pop
14689,18567,pop
14689,18568,pop
14689,18573,pop
14689,18574,pop
14689,18575,pop
14689,18578,pop
14689,18580,pop
14762,19588,pop
14762,19592,pop
14743,17830,pop
14743,17830,pop
14743,17830,info
14764,19850,pop
14764,19851,info
14764,19852,pop
14649,16830,pop
14649,16831,pop
14649,16832,pop
14649,19048,pop
14667,20038,pop
14669,20053,info
14669,20057,info
14669,20058,info
20767,20774,info
20769,20777,info
20770,20780,info
20771,20783,info
